"nameKeeper","nameCountry","nameCity"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","Italy","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Kunsthistorisches Institut in Florenz","germany","Florence"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Scuola Normale Superiore","Italy","Pisa"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Fondazione Federico Zeri","Italy","Bologna"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
"Getty Research Institute","United States of America","Los Angeles"
